issue,ccn,provider_name,state,ownership_category,chain_name,detail
PECOS enrollment lists no ownership-interest party,015454,FAIRVIEW AT REDSTONE VILLAGE,AL,For profit,GREENBRIER SENIOR LIVING,Roles listed: 5% OR GREATER MORTGAGE INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,015154,FAYETTE MEDICAL CENTER LONG TERM CARE UNIT,AL,Government,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,015178,GREENE COUNTY NURSING HOME,AL,For profit,,Roles listed: CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,015457,KIRKWOOD BY THE RIVER,AL,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,015361,LAUDERDALE CHRISTIAN NURSING HOME,AL,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,015168,LITTLE SISTERS OF THE POOR SACRED HEART RESIDENCE,AL,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,015330,MARENGO NURSING HOME,AL,Non profit,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,015216,OAKVIEW MANOR HEALTH CARE CENTER,AL,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,015175,WESLEY PLACE ON HONEYSUCKLE,AL,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,015150,WIREGRASS REHABILITATION CENTER & NURSING HOME,AL,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045462,ARKANSAS STATE VETERANS HOME AT NORTH LITTLE ROCK,AR,Government,,Roles listed: CORPORATE OFFICER; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045125,BUTTERFIELD TRAIL VILLAGE,AR,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045148,CAVE CITY NURSING HOME INC,AR,Non profit,,Roles listed: ADP OF THE SNF; CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045481,CRAIGHEAD NURSING CENTER,AR,Government,,Roles listed: ADP OF THE SNF; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045365,DEWITT NURSING HOME,AR,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045172,Dermott City Nursing Home,AR,Government,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045424,GREENE ACRES NURSING HOME,AR,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045452,LAWRENCE HALL HEALTH & REHABILITATION,AR,Non profit,,Roles listed: CORPORATE DIRECTOR; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045341,MEADOWVIEW HEALTHCARE AND REHAB,AR,For profit,,Roles listed: CORPORATE DIRECTOR; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045414,OZARK HEALTH NURSING AND REHAB  CENTER,AR,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045436,"PRESBYTERIAN VILLAGE, INC",AR,Non profit,,Roles listed: ADP OF THE SNF; CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,045443,RANDOLPH COUNTY NURSING HOME,AR,Government,,Roles listed: ADP OF THE SNF; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045247,STELLA MANOR NURSING AND REHABILITATION CENTER,AR,For profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045438,TRINITY VILLAGE MEDICAL CENTER,AR,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,045317,WOOD-LAWN HEIGHTS,AR,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,035263,ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,AZ,Non profit,,Roles listed: CORPORATE DIRECTOR; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,035154,Agave Grove Post Acute,AZ,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,035234,Arizona State Veteran Home-Phx,AZ,Government,,Roles listed: OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,035176,BEATITUDES CAMPUS,AZ,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,035289,"CENTER AT ARROWHEAD, LLC",AZ,For profit,VERITAS MANAGEMENT GROUP,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,035173,CHRISTIAN CARE NURSING CENTER,AZ,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,035016,HANDMAKER HOME FOR THE AGING,AZ,Non profit,POLLAK HOLDINGS,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,035250,Immanuel Campus Of Care,AZ,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,035300,MIRABELLA AT ASU,AZ,Non profit,PACIFIC RETIREMENT SERVICES,Roles listed: 5% OR GREATER SECURITY INTEREST; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555261,ACC CARE CENTER,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,056426,ADVENTIST HEALTH DELANO,CA,Non profit,ADVENTIST HEALTH,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555209,ADVENTIST HEALTH SONORA - D/P SNF,CA,Non profit,ADVENTIST HEALTH,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,055539,ARTESIA CHRISTIAN HOME INC.,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555468,BEAR VALLEY COMMUNITY HOSPITAL D/P SNF,CA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,055662,BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,CA,Non profit,,Roles listed: ADP OF THE SNF; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL; TRUSTEE OF THE SNF
PECOS enrollment lists no ownership-interest party,555924,BETHEL LUTHERAN HOME,CA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,055955,CALIFORNIA HOME FOR THE AGED,CA,Non profit,,Roles listed: 5% OR GREATER MORTGAGE INTEREST; 5% OR GREATER SECURITY INTEREST; ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555187,CATALINA ISLAND HEALTH,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555933,CHINESE HOSPITAL D/P SNF,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555530,CHOWCHILLA MEMORIAL HEALTHCARE DISTRICT,CA,Non profit,,Roles listed: CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555832,CLARA BALDWIN STOCKER HOME FOR WOMEN,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555023,Casa Dorinda,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE OFFICER; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,056200,Community Memorial Continuing Care Center,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555479,DELANO DISTRICT SKILLED NURSING FACILITY,CA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555433,EASTERN PLUMAS HOSPITAL- PORTOLA CAMPUS DP/SNF,CA,Government,,Roles listed: CORPORATE DIRECTOR; OTHER; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555538,EDEN VALLEY CARE CENTER,CA,Non profit,,Roles listed: CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,056443,GEORGE L MEE MEMORIAL HOSPITAL D/P SNF,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,055462,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,CA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,055115,HOLLENBECK PALMS,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,055975,Hillcrest Manor Sanitarium,CA,For profit,,Roles listed: W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555108,Inland Christian Home,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555516,JEROLD PHELPS COMM HOSP SNF,CA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,555517,KERN VALLEY HEALTHCARE DISTRICT DP SNF,CA,Government,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555727,Laurel Creek Health Center,CA,Non profit,,Roles listed: CONTRACTED MANAGING EMPLOYEE; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,055196,MARYCREST MANOR,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,055034,MOTION PICTURE AND T.V. HOSP D/P SNF,CA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; W-2 MANAGING EMPLOYEE
PECOS enrollment lists no ownership-interest party,056155,OAKDALE NURSING AND REHABILITATION CENTER,CA,Government,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555281,OROVILLE HOSPITAL POST-ACUTE CENTER,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555557,PIONEERS MEMORIAL SKILLED NURSING CENTER,CA,Government,CORPORATE INTERFACE SERVICES,Roles listed: ADP OF THE SNF; MANAGING CONTROL - GOVERNING BODY; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555877,RIDGECREST REGIONAL TRANSITIONAL CARE AND REHABILI,CA,Non profit,,Roles listed: CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555642,Redlands Comm Hosp D/p Snf,CA,Non profit,,Roles listed: ADP OF THE SNF; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL
PECOS enrollment lists no ownership-interest party,555343,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,CA,Non profit,PACIFIC RETIREMENT SERVICES,Roles listed: 5% OR GREATER MORTGAGE INTEREST; 5% OR GREATER SECURITY INTEREST; CORPORATE DIRECTOR; CORPORATE OFFICER; OPERATIONAL/MANAGERIAL CONTROL; OTHER; W-2 MANAGING EMPLOYEE
